	anatase	rutile				
126.687885	1445.333333	316.718194683991				
127.092683	1518.333333	284.242746897659				
127.497452	1561.666667	293.767212771656				
127.902193	1650.333333	355.29159624873				
128.306907	1668.666667	224.815901271626				
128.711592	1808.666667	298.006786954852				
129.116249	1929.666667	289.530923241154				
129.520878	1993.666667	273.721644130532				
129.92548	1990.333333	236.912285565733				
130.330053	2199.666667	311.436174661263				
130.734598	2342.666667	286.62664835987				
131.139116	2352	237.4837096043				
131.543605	2446	259.340685509058				
131.948067	2650	222.53091495964				
132.3525	2728.333333	312.054392070551				
132.756905	2982	257.577786784538				
133.161283	3173.666667	257.101103044349				
133.565632	3388	230.957665964488				
133.969954	3690.333333	193.480817430451				
134.374247	3874	247.670549556743				
134.778513	4062	254.193535228858				
135.182751	4453.333333	217.716438504049				
135.58696	4805.666667	164.905923439569				
135.991142	5111.666667	277.761995920913				
136.395296	5304	238.951319005332				
136.799422	5697.333333	265.807226692828				
137.20352	6112	195.6630509834				
137.60759	6199.333333	164.518793877048				
138.011632	6656.666667	164.374454373772				
138.415646	7103.333333	219.230031473573				
138.819632	7536.333333	168.418860176449				
139.22359	7687	85.2742734824021				
139.62752	8050	113.796270391431				
140.031423	8003.666667	182.651521846283				
140.435297	8254.333333	184.840020961464				
140.839144	8259.666667	195.695107622469				
141.242962	8600.666667	145.216774943802				
141.646753	8485.666667	142.071696810959				
142.050516	8631.333333	183.593202281192				
142.454251	8451	166.114625354501				
142.857958	8332.666667	126.302633030886				
143.261637	7965.666667	135.490558310348				
143.665288	8009.333333	175.011735192885				
144.068911	7730.666667	75.5328286784992				
144.472506	7426.666667	89.0538397671891				
144.876074	7093.333333	93.9081054017022				
145.279613	6866	142.762285696544				
145.683125	6477.333333	86.6163855372099				
146.086609	6289	34.8037369809517				
146.490065	5938	96.9910060277696				
146.893493	5566.666667	129.511526677663				
147.296893	5123	55.6986309306337				
147.700266	5006.333333	72.5523217294273				
148.10361	4644.666667	51.0725951885496				
148.506927	4547.333333	50.9261211934955				
148.910215	4326.666667	106.11289585877				
149.313476	3940	56.6329250698684				
149.716709	3834.333333	20.4862038840428				
150.119914	3575.666667	79.3394013012932				
150.523092	3430.666667	103.525852264367				
150.926241	3247	24.7122178877697				
151.329363	3081.666667	36.2318370569959				
151.732456	2973.333333	20.7513718865509				
152.135522	2790	-4.06250673807062				
152.53856	2761	88.4568652403839				
152.941571	2557	34.976157764662				
153.344553	2468	47.4953659492687				
153.747508	2428.666667	62.6811606796991				
154.150434	2262.333333	-8.46646392954176				
154.553333	2049	111.052500007041				
154.956204	2068.666667	53.2380475466996				
155.359048	2019.666667	43.4235156321818				
155.761863	1877.666667	53.2755643779929				
156.164651	1863	40.4608676696273				
156.567411	1726.666667	-6.68724443566214				
156.970143	1773	29.1645610621246				
157.372847	1631.333333	-15.6503828370126				
157.775523	1547.333333	3.20125686692654				
158.178172	1516.333333	52.052818116689				
158.580793	1397	91.5709629695276				
158.983386	1319.666667	-41.2443075745576				
159.385951	1448.333333	45.6070064844332				
159.788488	1310	35.4582381465002				
160.190998	1242.333333	41.9760563543907				
160.59348	1159.666667	32.8271261653573				
160.995934	1171	36.3447795794001				
161.39836	1222.666667	4.529017596519				
161.800759	1096.666667	15.7131761594612				
162.20313	1059.333333	78.8972523254797				
162.605473	1100	48.0812460945743				
163.007788	1018.333333	100.598490466745				
163.410075	1000.333333	-4.88434655800802				
163.812335	982.666667	22.6327359630623				
164.214567	953	8.81640308720876				
164.616771	859.333333	32.3333208144315				
165.018948	858	15.1834930874775				
165.421096	862.666667	33.7002460208525				
165.823217	851.333333	2.8835865000508				
166.225311	816	60.4577317499433				
166.627376	761.333333	22.1587975964854				
167.029414	844	98.1931707486131				
167.431424	843.333333	2.89418629171769				
167.833406	719.666667	68.5951752257999				
168.235361	711	67.2961394654674				
168.637287	782.333333	53.6637441815041				
169.039186	646.333333	60.0313242031261				
169.441058	666.333333	67.7322135303334				
169.842901	669.666667	83.4330753339102				
170.244717	663.666667	104.467246443072				
170.646505	667	44.8347249432113				
171.048266	621	-31.464488251064				
171.449999	605.333333	71.9029399456379				
171.851704	578	-18.062990466683				
172.253381	605	66.3043865119736				
172.655031	530.666667	31.6717387962153				
173.056653	565.333333	-25.6276015285655				
173.458247	586.333333	8.4063665376309				
173.859814	497	76.4403089094127				
174.261352	500.666667	81.4742257575638				
174.662864	451	23.8414518259081				
175.064347	445	58.2086513706217				
175.465803	490	50.9091592209207				
175.867231	459	27.9429754621971				
176.268632	495.666667	50.3101000090586				
176.670004	518	76.0105310322896				
177.07135	426.666667	90.7109392757136				
177.472667	428	56.0779869955071				
177.873957	439	54.4450100208859				
178.275219	375.666667	19.4786734372422				
178.676453	451.666667	-42.1543547554244				
179.07766	473	23.5459263574942				
179.478839	456.333333	19.5795138613903				
179.879991	429.333333	102.613077670872				
180.281115	344.666667	-15.3533841286699				
180.682211	334	124.346794462766				
181.08328	378	-2.95305164021261				
181.484321	319	77.0804106477859				
181.885334	356.666667	53.4471803267618				
182.286319	408.333333	56.1472573967151				
182.687277	347.333333	28.1806437722535				
183.088208	341.666667	28.8806714533772				
183.489111	309	22.2473405254783				
183.889986	316	66.9473179885566				
184.290833	255	66.9806018426124				
184.691653	294.333333	12.3471950022533				
185.092446	348.666667	47.7137634674796				
185.49321	309.666667	20.0803054090752				
185.893947	266.666667	-1.55317734374387				
186.294657	336	-26.5200177909777				
186.695339	340.666667	30.8464491527658				
187.095993	312	21.5462234874866				
187.49662	269	53.9126401277928				
187.897219	263.333333	61.9456981590761				
188.29779	327.333333	63.3120635813368				
188.698334	269.666667	44.3450713091828				
189.09885	351	64.7113864280061				
189.499339	279	56.4110098524147				
189.8998	310	75.4439416678007				
190.300234	275.666667	29.1435147887719				
190.700639	316.666667	49.5097283861124				
191.101018	363.666667	57.5425852036462				
191.501369	296	56.9087494121574				
191.901692	382	81.9415540116458				
192.301988	379.333333	50.3076679167195				
192.702256	302.333333	85.3404232127706				
193.102496	348.666667	42.3731528997988				
193.502709	341.333333	7.73919089241247				
193.902895	336	21.4385371906114				
194.303053	292	18.8045248797877				
194.703183	327.666667	92.5038199599412				
195.103286	262	45.86975734568				
195.503361	290	55.5690031223961				
195.903409	301.333333	64.6015562046977				
196.303429	335	49.9674176779763				
196.703421	317	-16.0000794577676				
197.103386	265.333333	72.6990647120738				
197.503324	316.666667	70.3981851875003				
197.903234	276	32.4306120539043				
198.303117	336.333333	65.1296822258935				
198.702972	339	117.49539278886				
199.102799	268.333333	69.8610777428038				
199.502599	250.333333	49.893404002333				
199.902371	268.666667	82.2590386528394				
200.302116	243.333333	42.9579826089312				
200.701834	230.666667	33.3235678706081				
201.101524	302	77.3557935232625				
201.501186	325.666667	78.3879945668941				
201.900821	274.333333	45.086836916111				
202.300428	232	65.4523206563052				
202.700008	197.666667	78.8177797020847				
203.099561	151.333333	48.1832140534495				
203.499085	200.666667	70.8819558811837				
203.898583	212	130.247339929111				
204.298053	240.666667	94.6126983680157				
204.697495	233.333333	101.644697197898				
205.09691	155.333333	67.0100053333651				
205.496298	195.333333	54.7086227744176				
205.895658	240	152.740546606448				
206.29499	247	80.1057788294548				
206.694295	180.666667	113.137653358047				
207.093573	153	126.169503192225				
207.492823	206.666667	86.86799341738				
207.892046	238	63.5664589481205				
208.291241	307.333333	105.598232869838				
208.690409	234.333333	101.629982097141				
209.089549	188.333333	131.328371715421				
209.488662	179.333333	138.026736639287				
209.887748	230.333333	82.7250778687377				
210.286806	169.666667	105.423392489166				
210.685836	151.666667	126.121681500571				
211.084839	206	99.4866128175621				
211.483815	216.333333	162.851519440138				
211.882763	193	98.2164004536914				
212.281684	206.333333	150.58125677283				
212.680577	178	27.612754482946				
213.079443	207	136.310893498647				
213.478282	218.666667	18.3423418199337				
213.877093	190	140.040430532198				
214.275877	252	159.738495550047				
214.674633	177.333333	96.769866958873				
215.073362	166.666667	111.467881673285				
215.472063	175	137.165869778674				
215.870737	127.666667	127.863833189648				
216.269384	176.666667	124.895105906208				
216.668003	144	90.5930190137444				
217.066595	146.333333	154.290908426867				
217.46516	166	121.322105145574				
217.863697	222.666667	157.353277255259				
218.262206	143.666667	58.7177567559207				
218.660689	164.666667	87.748879476776				
219.059143	146.666667	102.779974674001				
219.457571	168.333333	196.477714091419				
219.855971	161.333333	186.508759899814				
220.254344	157.666667	111.539782013794				
220.652689	174	150.904111518752				
221.051007	137.666667	127.268416329295				
221.449298	139.333333	163.299363445423				
221.847561	124	179.330283952529				
222.245797	127	168.36118076522				
222.644006	137	237.392052883496				
223.042187	164.333333	210.75623239275				
223.440341	174	149.453720207589				
223.838467	155	140.151182413405				
224.236566	178.333333	230.181953924806				
224.634638	123	134.212700741793				
225.032683	112.333333	176.910088864365				
225.4307	142.333333	233.274118377914				
225.82869	132.666667	129.638123197049				
226.226652	135.666667	196.668769407161				
226.624587	100.666667	198.366056922858				
227.022495	152.666667	165.39665374414				
227.420375	73	215.0938909564				
227.818228	198.333333	186.124437474245				
228.216054	169	114.821625297675				
228.613853	88	156.852122426691				
229.011624	178.333333	184.215926946684				
229.409368	151	175.579706772262				
229.807084	118.666667	165.943460988817				
230.204774	130.333333	213.307191425566				
230.602436	164	216.004229253292				
231.00007	100	251.034575471995				
231.397677	166.666667	168.731562996284				
231.795257	150.333333	216.428525826158				
232.19281	183	260.458797961617				
232.590336	107.666667	129.489045402662				
232.987834	159	191.852600234683				
233.385305	126.333333	207.54946337229				
233.782748	150.666667	147.246300900875				
234.180165	165.333333	174.276448649652				
234.577554	124.333333	216.639903789407				
234.974915	100.666667	217.67000032014				
235.37225	103	196.033406071065				
235.769557	102.333333	214.396786212968				
236.166837	94.333333	185.760141660456				
236.564089	104	152.123471498921				
236.961315	119	179.82011055758				
237.358513	108	180.516724007216				
237.755684	120.333333	116.213313762437				
238.152827	62.666667	137.909876908636				
238.549944	91	228.939750275027				
238.947033	173	151.636264032397				
239.344095	102.333333	102.332753095351				
239.741129	112.666667	192.029217549283				
240.138137	130.333333	87.7256572234074				
240.535117	163.666667	152.75540528851				
240.93207	154.666667	111.785127659197				
241.328996	110	150.14815933547				
241.725894	131.666667	146.51116540272				
242.122765	179	149.207480775555				
242.519609	137	142.237103453976				
242.916426	141	156.933369437982				
243.313216	155	164.629609727573				
243.709978	94.333333	157.992491408142				
244.106713	119	168.688681394296				
244.503421	148.333333	97.3848476860346				
244.900102	36	92.7476552833589				
245.296755	139	140.777103271661				
245.693381	114	170.806527565548				
246.08998	123.333333	148.83592716502				
246.486552	128	209.198635070077				
246.883097	146.333333	178.56131828072				
247.279614	116.666667	203.59064188234				
247.676105	88	105.953275704154				
248.072568	138.666667	123.649217916944				
248.469004	118	138.34513443532				
248.865413	123.666667	121.374360259281				
249.261794	139	151.07022647422				
249.658148	145.666667	166.099401994743				
250.054476	89	183.46188673546				
250.450776	159	119.157678867155				
250.847049	78	121.520113304434				
251.243294	108	162.215855132691				
251.639513	101.666667	110.911574181141				
252.035704	74.333333	163.607266620569				
252.431868	109	132.636268365582				
252.828006	93.666667	106.331912330788				
253.224115	142	151.360863772363				
253.620198	137	153.389790434132				
254.016254	139	106.418693401485				
254.412282	164.333333	141.114236759817				
254.808284	90.666667	160.809757338341				
255.204258	141	155.838584307843				
255.600205	105	176.53405458293				
255.996125	91.666667	113.896166163602				
256.392018	121.333333	168.258253049859				
256.787883	143.333333	82.6203143270943				
257.183722	45	87.9823518245223				
257.579533	143	188.011029712928				
257.975317	92.666667	126.373016906919				
258.371075	146.666667	132.401647321102				
258.766805	161.666667	85.4302521262636				
259.162508	125	130.79216523701				
259.558183	157.333333	109.154052738734				
259.953832	133	112.015916460651				
260.349454	108.666667	114.877755488153				
260.745048	73.333333	124.572901906633				
261.140616	129.333333	113.934691545306				
261.536156	80.333333	108.296455574956				
261.931669	132.333333	173.658194910192				
262.327155	157	153.353242551012				
262.722614	77.333333	136.048266497418				
263.118046	105	141.74326474941				
263.513451	146.666667	104.438238306986				
263.908829	101.333333	133.133188170148				
264.30418	128.666667	132.161445338895				
264.699503	142.666667	133.52301089862				
265.0948	161	160.884552678537				
265.490069	97	134.579402849432				
265.885312	190	118.94089524052				
266.280527	154	124.969028022586				
266.675715	98	149.663804110237				
267.070877	95.666667	156.358555418081				
267.466011	163	145.719948116902				
267.861118	96.666667	110.414649121309				
268.256198	94.333333	117.442659431301				
268.651251	150	136.137311046878				
269.046277	122	131.83193896804				
269.441276	139.666667	101.526541194788				
269.836248	146	104.221118727121				
270.231193	130	145.24900556504				
270.62611	86.666667	152.943532793935				
271.021001	107.333333	119.638037243024				
271.415865	117.333333	113.665848997698				
271.810702	96	95.6936370579574				
272.205511	121	134.721399509194				
272.600294	125	123.415804180624				
272.99505	181.333333	127.776851157639				
273.389778	92	99.8045395256316				
273.78448	118.666667	97.8322031138175				
274.179154	109.666667	78.8598420929806				
274.573802	154	42.2207902923369				
274.968423	137.333333	84.2483807972784				
275.363016	54.666667	173.609278693197				
275.757583	115.666667	130.303485809309				
276.152122	86	46.997667316399				
276.546635	152	75.0251590436816				
276.941121	159.666667	87.3859590765496				
277.335579	90.666667	133.746733500395				
277.730011	114	48.7741511444333				
278.124416	142.666667	62.8015430940571				
278.518793	130.333333	115.828910434658				
278.913144	115.666667	96.8562539954524				
279.307468	106.333333	31.5502388618321				
279.701764	94	83.9108651191891				
280.096034	106.666667	59.2714675967392				
280.490277	90	69.2987123798746				
280.884493	107.333333	44.3259314685953				
281.278681	156.333333	91.0197929482932				
281.672843	154.333333	128.713629648185				
282.066978	149	75.740775653661				
282.461086	117	68.9345629647229				
282.855167	85	62.12832558137				
283.249221	119	58.4887305036023				
283.643248	118.666667	74.5157777314199				
284.037249	77.333333	78.2094671794307				
284.431222	176.666667	59.2364650184188				
284.825168	170	118.930104162992				
285.219087	156	102.623719613151				
285.61298	95	37.650643283503				
286.006845	84.666667	125.010875344832				
286.400684	124.333333	86.0377506263548				
286.794496	100.333333	38.0646012134624				
287.18828	128	120.758092191548				
287.582038	122.333333	90.4515593898259				
287.975769	88	105.81166889369				
288.369473	145.333333	52.1717537031384				
288.76315	128.666667	14.8651478181724				
289.1568	142.666667	23.8918492387919				
289.550423	145	49.5851939649965				
289.944019	148.333333	9.61184599678654				
290.337589	124.666667	77.6384752487696				
290.731131	123.666667	42.3317448917302				
291.124647	181	19.0249917548839				
291.518136	120.333333	49.718212923623				
291.911598	150	45.7447433979472				
292.305032	169.666667	88.1045812632487				
292.69844	135.666667	75.7977283487437				
293.091822	115	42.4908516544317				
293.485176	110.666667	69.5172833510971				
293.878503	67.666667	62.8770233533478				
294.271804	133	101.570072575792				
294.665077	153.666667	70.5964301892128				
295.058324	105.666667	0.622764022827255				
295.451544	127.666667	95.649072162027				
295.844737	85	37.3420236068119				
296.237903	90.666667	17.7016163571822				
296.631043	195.333333	-5.60548167225431				
297.024155	75.333333	58.4207286892864				
297.417241	121	26.7802482710205				
297.810299	102.333333	59.8064082437319				
298.203331	97	-6.16745456336355				
298.596336	133.333333	37.1919909351263				
298.989315	100.333333	25.5514126538094				
299.382266	95.666667	17.5774757634698				
299.77519	160.666667	17.2701801787155				
300.168088	93.333333	36.9628608141544				
300.560959	109.333333	66.3221837551786				
300.953803	78	5.68148200178803				
301.34662	90.666667	43.0407555539828				
301.73941	191.333333	64.4000044117628				
302.132174	190.666667	-21.5741035102641				
302.524911	90.666667	66.1184298732944				
302.917621	120.666667	8.47760556243827				
303.310304	105	-1.16324344283271				
303.70296	161.333333	43.1958828574817				
304.095589	90.333333	73.2216514633812				
304.488192	115	94.9140622894741				
304.880768	119	5.3073172083499				
305.273317	102.333333	77.0666546234139				
305.665839	143.666667	47.8259617374424				
306.058334	155	-4.08142644956467				
306.450803	79.666667	-24.3221768523837				
306.843245	105.333333	96.1037104437618				
307.23566	131	27.8629014388715				
307.628048	160.333333	32.6220641329458				
308.02041	101.333333	45.0478646112081				
308.412744	107.666667	39.8069677032112				
308.805052	114.666667	43.8993765794023				
309.197334	150.666667	33.3250902397814				
309.589588	106	19.7507735139014				
309.981815	115.333333	107.176427486986				
310.374016	135	-14.0646137557417				
310.76619	79.333333	71.6943157004953				
311.158338	130.333333	63.7865509409202				
311.550458	156.333333	3.87875579508579				
311.942552	133.666667	-9.02906856656034				
312.334619	118.666667	85.3964117707578				
312.726659	155	-21.8448031929596				
313.118673	129	80.2472856275111				
313.51066	187	91.6726791469462				
313.90262	110.666667	31.4313773653457				
314.294553	95.666667	30.8567122827096				
314.686459	114.666667	86.9486838990381				
315.078339	155.333333	28.0406282995544				
315.470192	153	86.4658763990352				
315.862019	66	55.8910962827041				
316.253818	140.333333	98.6496187801139				
316.645591	123.333333	69.0747800617115				
317.037337	123.666667	102.499912042274				
317.429057	136.666667	58.2583498070237				
317.820749	147.666667	101.350089185515				
318.212415	114	89.1084683481938				
318.604055	132.333333	66.8668182950607				
318.995667	98	21.9584718556687				
319.387253	156.333333	57.3834302004644				
319.778812	110	21.4750252442249				
320.170345	151	44.2332600721732				
320.56185	80.666667	24.3247965138623				
320.95333	83	-0.917026175036995				
321.344782	150	65.8411197498048				
321.736208	170.333333	93.9325714588342				
322.127607	123	10.3573268668283				
322.518979	123	62.448718973787				
322.910324	74.333333	75.5400827797098				
323.301643	139.333333	35.9647513698208				
323.692936	177.333333	45.7227247441197				
324.084201	147	51.8140017321595				
324.47544	132	55.9052505043873				
324.866652	114	82.3298029755795				
325.257838	78.666667	69.0876602309597				
325.648997	170	72.1788221853044				
326.040129	71.333333	58.9366208386135				
326.431234	121	28.0277241908871				
326.822313	145	109.118798327349				
327.213366	89.333333	96.8765122479981				
327.604391	121.666667	121.967527782389				
327.99539	101.666667	-7.60815089903303				
328.386362	118.666667	88.4828081185099				
328.777308	140.666667	77.9070719202406				
329.168227	134	108.664639420936				
329.559119	119.333333	74.0888446205956				
329.949985	109.333333	46.5130216044433				
330.340824	158.666667	64.2705032872555				
330.731637	112	24.3612887542556				
331.122422	114.666667	58.1187118349966				
331.513182	92.333333	41.8761067851491				
331.903914	107.333333	75.3001383490426				
332.29462	142.666667	87.390808697124				
332.685299	94.666667	34.1481157441699				
333.075952	102.666667	42.2387285754037				
333.466578	135.666667	113.329311105602				
333.857178	108.333333	70.7531994199884				
334.247751	54.666667	53.8437254333392				
334.638297	117.333333	-0.732444854345658				
335.028816	114	73.3580225569339				
335.419309	129.666667	75.7817947524014				
335.809776	87	42.8722047320572				
336.200216	134.666667	46.2959194106771				
336.590629	90.333333	122.052938788261				
336.981016	113	51.476595950034				
337.371376	149.666667	48.5668898107709				
337.761709	127.666667	28.3238223704723				
338.152016	132.333333	25.0807257143616				
338.542297	104.333333	62.5042678424389				
338.93255	140	44.2611125842571				
339.322777	149.333333	28.0179301102633				
339.712978	155.666667	61.7747184204575				
340.103152	141.666667	73.5314774296162				
340.4933	167	81.6215422229627				
340.88342	61.333333	31.0449096300501				
341.273515	148	89.8015829065492				
341.663583	141.333333	11.2248938820128				
342.053624	86.333333	29.6481755564407				
342.443638	180	24.4047619298329				
342.833627	75.666667	106.494653172637				
343.223588	97	55.5845150291816				
343.613523	151.666667	32.6743486699144				
344.003432	145.666667	95.4308200948351				
344.393314	108	37.8539292187203				
344.783169	181.666667	46.27700904157				
345.172998	117.333333	53.7000606486076				
345.5628	140.333333	77.7897499546095				
345.952576	165	85.2127440447996				
346.342325	69.333333	136.302374833954				
346.732048	180.666667	71.7253114072967				
347.121744	131.666667	52.4815526796035				
347.511414	136.333333	59.5710977360984				
347.901057	135.666667	59.6606144915577				
348.290674	120.666667	45.4167690312051				
348.680264	105.666667	103.506228269817				
349.069827	187	122.928991207393				
349.459365	210	101.018394014381				
349.848875	86.333333	109.774432435109				
350.238359	159.333333	-1.80289035997396				
350.627817	162	109.286425629131				
351.017248	126.666667	68.3757113171997				
351.406653	159	77.1316367894566				
351.796031	170.333333	62.5541989606782				
352.185382	160.666667	95.310064830864				
352.574708	107.333333	125.732570570461				
352.964006	113	34.1550459237998				
353.353278	118	83.9108260613261				
353.742524	72.666667	75.9999119830404				
354.131743	102.333333	128.088968603719				
354.520936	170.333333	52.177996008586				
354.910102	149	73.266995112417				
355.299242	104	112.355966000436				
355.688355	163.666667	74.1115735874198				
356.077442	163	21.5338199585914				
356.466503	170.333333	66.956038113951				
356.855537	148.666667	93.0448939682749				
357.244544	146	145.467053521563				
357.633525	195.666667	85.8891848590398				
358.02248	153.666667	136.977953980704				
358.411408	151.333333	41.0666948013331				
358.80031	144.666667	122.15540740615				
359.189185	134	124.244089709931				
359.578034	168	132.6660777979				
359.966856	168.333333	79.7547035848341				
360.355652	122.333333	150.843301155956				
360.744422	178	54.9318695112655				
361.133165	143	77.0204095655397				
361.521881	128.333333	123.775586318778				
361.910571	204.666667	106.197401856205				
362.299235	142	75.9525231778192				
362.687873	190	100.374282283622				
363.076484	152	129.796012088389				
363.465068	161.666667	93.8843785921201				
363.853626	181.333333	153.639384880039				
364.242158	199.666667	86.7276949521469				
364.630663	199.333333	94.1493097232187				
365.019142	137.666667	193.904230278478				
365.407595	213	124.992454617926				
365.796021	126.666667	151.747317656338				
366.184421	216.666667	114.835484478939				
366.572794	213.333333	152.590290000503				
366.961141	244	111.678399306256				
367.349461	180.333333	148.433147310973				
367.737755	167	169.187866099878				
