	gcen4	gc3n4 tio2 water				
540.702036	7521	2357				
540.807381	7522	2378				
540.912726	7600	2392				
541.01807	7574	2415				
541.123414	7575	2381				
541.228758	7325	2306				
541.334102	7543	2405				
541.439446	7432	2329				
541.54479	7487	2365				
541.650133	7474	2319				
541.755476	7551	2311				
541.860819	7373	2301				
541.966162	7477	2320				
542.071504	7412	2348				
542.176847	7486	2333				
542.282189	7450	2371				
542.387531	7385	2309				
542.492873	7439	2289				
542.598215	7344	2293				
542.703556	7351	2313				
542.808897	7471	2303				
542.914239	7366	2287				
543.019579	7408	2262				
543.12492	7412	2289				
543.230261	7254	2319				
543.335601	7278	2253				
543.440941	7248	2270				
543.546281	7129	2346				
543.651621	7265	2222				
543.756961	7352	2284				
543.8623	7165	2275				
543.967639	7279	2316				
544.072978	7224	2294				
544.178317	7245	2262				
544.283656	7264	2227				
544.388995	7256	2257				
544.494333	7179	2310				
544.599671	7200	2313				
544.705009	7191	2213				
544.810347	7149	2239				
544.915684	7355	2260				
545.021022	7134	2254				
545.126359	7187	2162				
545.231696	7024	2138				
545.337033	7108	2224				
545.442369	7083	2204				
545.547706	7099	2186				
545.653042	6946	2248				
545.758378	6985	2144				
545.863714	7101	2185				
545.96905	6952	2244				
546.074385	7071	2127				
546.179721	6988	2177				
546.285056	6962	2127				
546.390391	7056	2179				
546.495726	7075	2232				
546.60106	7091	2214				
546.706395	7077	2125				
546.811729	7046	2173				
546.917063	6956	2213				
547.022397	7029	2112				
547.12773	7024	2184				
547.233064	7102	2208				
547.338397	6787	2141				
547.44373	6889	2138				
547.549063	6864	2212				
547.654396	6921	2116				
547.759728	6827	2143				
547.865061	6862	2053				
547.970393	6708	2120				
548.075725	6837	2160				
548.181057	6862	2139				
548.286388	6762	2136				
548.39172	6839	2121				
548.497051	6773	2099				
548.602382	6704	2171				
548.707713	6724	2138				
548.813043	6728	2074				
548.918374	6698	2119				
549.023704	6644	2117				
549.129034	6674	2049				
549.234364	6639	2141				
549.339694	6687	2127				
549.445023	6779	2037				
549.550353	6738	2114				
549.655682	6648	2140				
549.761011	6631	2059				
549.86634	6655	2104				
549.971668	6726	2068				
550.076997	6472	2023				
550.182325	6621	2079				
550.287653	6636	2058				
550.392981	6545	1977				
550.498308	6624	1984				
550.603636	6481	2093				
550.708963	6569	2042				
550.81429	6538	2116				
550.919617	6451	2025				
551.024944	6499	2079				
551.13027	6433	2081				
551.235597	6496	1994				
551.340923	6552	2084				
551.446249	6464	1994				
551.551575	6381	2016				
551.6569	6303	2014				
551.762226	6356	2008				
551.867551	6350	2044				
551.972876	6410	2060				
552.078201	6407	1964				
552.183525	6355	2049				
552.28885	6456	2004				
552.394174	6271	1977				
552.499498	6395	1951				
552.604822	6389	1913				
552.710146	6349	1935				
552.815469	6363	1976				
552.920793	6300	1954				
553.026116	6260	1953				
553.131439	6269	1995				
553.236761	6330	2013				
553.342084	6217	1968				
553.447406	6271	2034				
553.552729	6292	1963				
553.658051	6252	1969				
553.763372	6198	1943				
553.868694	6166	1955				
553.974015	6179	1980				
554.079337	6260	1913				
554.184658	6073	1927				
554.289979	6220	1977				
554.395299	6149	1961				
554.50062	6210	1975				
554.60594	6140	1912				
554.71126	6310	1915				
554.81658	6138	1935				
554.9219	6047	1944				
555.027219	6040	1914				
555.132539	6257	1871				
555.237858	6083	1860				
555.343177	6096	1961				
555.448496	6040	1969				
555.553814	6088	1945				
555.659133	6008	1899				
555.764451	6024	1882				
555.869769	6071	1881				
555.975087	5911	1869				
556.080405	6048	1906				
556.185722	5912	1922				
556.291039	5962	1871				
556.396356	5981	1902				
556.501673	5934	1878				
556.60699	5866	1873				
556.712307	5938	1855				
556.817623	5924	1914				
556.922939	6026	1880				
557.028255	5819	1862				
557.133571	5902	1824				
557.238886	5834	1860				
557.344202	5896	1778				
557.449517	5774	1821				
557.554832	5736	1890				
557.660147	5872	1788				
557.765461	5843	1810				
557.870776	5786	1778				
557.97609	5875	1844				
558.081404	5833	1799				
558.186718	5787	1759				
558.292032	5672	1813				
558.397345	5775	1826				
558.502659	5801	1807				
558.607972	5813	1850				
558.713285	5798	1772				
558.818597	5754	1848				
558.92391	5727	1795				
559.029222	5680	1780				
559.134534	5675	1787				
559.239846	5689	1788				
559.345158	5685	1819				
559.45047	5620	1775				
559.555781	5650	1781				
559.661092	5587	1795				
559.766403	5705	1782				
559.871714	5615	1776				
559.977025	5595	1850				
560.082335	5627	1743				
560.187646	5630	1724				
560.292956	5585	1694				
560.398266	5587	1768				
560.503575	5595	1726				
560.608885	5525	1688				
560.714194	5540	1690				
560.819503	5581	1725				
560.924812	5567	1717				
561.030121	5650	1747				
561.135429	5584	1684				
561.240738	5530	1674				
561.346046	5393	1775				
561.451354	5548	1721				
561.556662	5495	1721				
561.661969	5455	1704				
561.767277	5462	1680				
561.872584	5533	1734				
561.977891	5471	1680				
562.083198	5503	1697				
562.188504	5447	1663				
562.293811	5397	1676				
562.399117	5395	1754				
562.504423	5354	1625				
562.609729	5302	1743				
562.715035	5425	1706				
562.82034	5371	1692				
562.925646	5322	1702				
563.030951	5356	1700				
563.136256	5334	1661				
563.24156	5344	1669				
563.346865	5331	1696				
563.452169	5203	1699				
563.557473	5314	1619				
563.662777	5323	1673				
563.768081	5286	1575				
563.873385	5240	1609				
563.978688	5250	1628				
564.083991	5298	1615				
564.189294	5216	1662				
564.294597	5283	1651				
564.3999	5282	1665				
564.505202	5278	1686				
564.610504	5188	1571				
564.715806	5077	1639				
564.821108	5087	1621				
564.92641	5236	1646				
565.031711	5188	1606				
565.137013	5120	1629				
565.242314	5156	1565				
565.347615	5125	1572				
565.452915	5233	1618				
565.558216	5055	1589				
565.663516	5090	1556				
565.768816	5038	1594				
565.874116	5147	1568				
565.979416	5025	1618				
566.084716	5170	1574				
566.190015	5095	1584				
566.295314	5067	1584				
566.400613	5024	1524				
566.505912	5040	1604				
566.611211	5093	1533				
566.716509	5004	1579				
566.821807	4847	1576				
566.927105	4970	1568				
567.032403	5044	1558				
567.137701	4993	1607				
567.242998	4922	1616				
567.348296	5007	1597				
567.453593	4903	1529				
567.558889	4947	1491				
567.664186	4892	1469				
567.769483	4943	1579				
567.874779	4930	1505				
567.980075	4965	1520				
568.085371	4898	1536				
568.190667	4878	1572				
568.295962	4869	1554				
568.401258	4779	1514				
568.506553	4805	1479				
568.611848	4865	1538				
568.717142	4823	1550				
568.822437	4798	1498				
568.927731	4885	1545				
569.033026	4809	1511				
569.13832	4878	1556				
569.243613	4792	1492				
569.348907	4795	1452				
569.4542	4827	1494				
569.559494	4757	1458				
569.664787	4761	1549				
569.770079	4684	1511				
569.875372	4740	1523				
569.980665	4720	1502				
570.085957	4742	1457				
570.191249	4778	1579				
570.296541	4689	1492				
570.401832	4691	1491				
570.507124	4729	1500				
570.612415	4617	1453				
570.717706	4838	1480				
570.822997	4716	1453				
570.928288	4729	1428				
571.033578	4650	1460				
571.138869	4671	1504				
571.244159	4725	1477				
571.349449	4610	1481				
571.454739	4523	1461				
571.560028	4710	1450				
571.665317	4595	1462				
571.770607	4612	1476				
571.875896	4611	1441				
571.981184	4597	1471				
572.086473	4642	1458				
572.191761	4598	1438				
572.29705	4587	1434				
572.402338	4606	1434				
572.507625	4615	1429				
572.612913	4666	1409				
572.7182	4616	1422				
572.823488	4581	1404				
572.928775	4564	1400				
573.034062	4586	1355				
573.139348	4504	1446				
573.244635	4434	1427				
573.349921	4475	1420				
573.455207	4483	1422				
573.560493	4453	1357				
573.665779	4533	1379				
573.771064	4477	1377				
573.876349	4463	1362				
573.981634	4393	1487				
574.086919	4573	1355				
574.192204	4457	1412				
574.297489	4574	1425				
574.402773	4344	1450				
574.508057	4435	1376				
574.613341	4430	1365				
574.718625	4229	1397				
574.823908	4386	1388				
574.929192	4342	1347				
575.034475	4433	1333				
575.139758	4455	1369				
575.245041	4363	1379				
575.350323	4320	1359				
575.455606	4314	1351				
575.560888	4355	1342				
575.66617	4255	1343				
575.771452	4411	1302				
575.876733	4250	1367				
575.982015	4236	1354				
576.087296	4192	1354				
576.192577	4233	1315				
576.297858	4338	1340				
576.403138	4257	1321				
576.508419	4301	1315				
576.613699	4234	1350				
576.718979	4211	1384				
576.824259	4223	1430				
576.929539	4200	1348				
577.034818	4265	1339				
577.140097	4269	1316				
577.245376	4239	1321				
577.350655	4351	1305				
577.455934	4223	1350				
577.561213	4228	1276				
577.666491	4171	1306				
577.771769	4162	1309				
577.877047	4146	1302				
577.982325	4265	1351				
578.087602	4082	1351				
578.192879	4179	1307				
578.298157	4272	1350				
578.403434	4208	1239				
578.50871	4136	1298				
578.613987	4066	1267				
578.719263	4104	1320				
578.824539	4064	1283				
578.929815	4075	1270				
579.035091	4144	1268				
579.140367	4199	1306				
579.245642	4016	1264				
579.350917	3994	1271				
579.456192	4146	1255				
579.561467	4141	1237				
579.666742	4034	1299				
579.772016	4096	1264				
579.87729	4028	1301				
579.982564	4102	1255				
580.087838	4082	1321				
580.193112	4002	1270				
580.298385	4052	1207				
580.403658	4089	1290				
580.508931	4017	1263				
580.614204	3991	1267				
580.719477	3998	1265				
580.824749	3878	1226				
580.930022	3864	1197				
581.035294	3931	1185				
581.140566	3895	1206				
581.245837	3881	1177				
581.351109	3906	1183				
581.45638	3938	1230				
581.561651	3941	1231				
581.666922	3967	1239				
581.772193	3814	1214				
581.877463	3899	1241				
581.982733	3910	1218				
582.088003	3904	1234				
582.193273	3944	1171				
582.298543	3868	1244				
582.403813	3855	1226				
582.509082	4004	1212				
582.614351	3799	1180				
582.71962	3899	1192				
582.824889	3846	1177				
582.930157	3846	1176				
583.035426	3769	1198				
583.140694	3840	1177				
583.245962	3867	1222				
583.351229	3792	1199				
583.456497	3782	1226				
583.561764	3774	1145				
583.667032	3758	1227				
583.772299	3778	1178				
583.877565	3734	1144				
583.982832	3796	1177				
584.088098	3828	1193				
584.193364	3682	1213				
584.29863	3805	1197				
584.403896	3787	1199				
584.509162	3774	1175				
584.614427	3679	1205				
584.719692	3748	1166				
584.824957	3743	1169				
584.930222	3733	1150				
585.035487	3702	1178				
585.140751	3671	1175				
585.246015	3633	1116				
585.351279	3643	1184				
585.456543	3628	1119				
585.561807	3769	1197				
585.66707	3647	1151				
585.772334	3664	1152				
585.877597	3687	1189				
585.982859	3603	1151				
586.088122	3592	1148				
586.193385	3606	1129				
586.298647	3673	1155				
586.403909	3587	1164				
586.509171	3632	1127				
586.614432	3638	1173				
586.719694	3593	1126				
586.824955	3604	1104				
586.930216	3518	1121				
587.035477	3585	1139				
587.140738	3590	1089				
587.245998	3604	1128				
587.351258	3583	1096				
587.456519	3591	1161				
587.561778	3568	1111				
587.667038	3422	1126				
587.772298	3524	1115				
587.877557	3667	1127				
587.982816	3565	1089				
588.088075	3469	1058				
588.193334	3594	1115				
588.298592	3433	1132				
588.40385	3525	1136				
588.509108	3493	1108				
588.614366	3470	1089				
588.719624	3526	1099				
588.824882	3507	1095				
588.930139	3533	1064				
589.035396	3471	1119				
589.140653	3461	1058				
589.24591	3398	1046				
589.351166	3549	1088				
589.456423	3457	1070				
589.561679	3504	1057				
589.666935	3462	1064				
589.77219	3453	1056				
589.877446	3457	1070				
589.982701	3487	1101				
590.087956	3410	1086				
590.193211	3423	1059				
590.298466	3383	1086				
590.403721	3409	1091				
590.508975	3462	1057				
590.614229	3453	1090				
590.719483	3412	1084				
590.824737	3366	1059				
590.92999	3376	1037				
591.035244	3393	1087				
591.140497	3375	1089				
591.24575	3331	1047				
591.351003	3290	1043				
591.456255	3341	1087				
591.561508	3399	1081				
591.66676	3352	1047				
591.772012	3368	1043				
591.877264	3308	991				
591.982515	3235	1087				
592.087766	3272	1042				
592.193018	3371	1072				
592.298269	3230	1001				
592.403519	3374	1072				
592.50877	3302	1005				
592.61402	3283	1028				
592.719271	3280	1028				
592.824521	3258	1000				
592.92977	3256	1055				
593.03502	3295	1017				
593.140269	3238	1031				
593.245519	3260	1008				
593.350768	3237	975				
593.456016	3232	1042				
593.561265	3261	1034				
593.666513	3187	994				
593.771762	3136	1037				
593.87701	3233	979				
593.982257	3147	1007				
594.087505	3174	983				
594.192752	3190	991				
594.298	3206	981				
594.403247	3203	959				
594.508493	3179	966				
594.61374	3071	997				
594.718986	3114	1006				
594.824233	3152	1017				
594.929479	3225	980				
595.034724	3135	983				
595.13997	3182	935				
595.245215	3157	995				
595.350461	3134	940				
595.455706	3079	1010				
595.560951	3160	952				
595.666195	3176	947				
595.77144	3061	920				
595.876684	3093	937				
595.981928	3055	956				
596.087172	3144	946				
596.192415	3027	950				
596.297659	3080	941				
596.402902	3079	919				
596.508145	3043	958				
596.613388	3056	978				
596.71863	3131	954				
596.823873	3066	939				
596.929115	3066	963				
597.034357	3070	961				
597.139599	3095	1008				
597.244841	3093	927				
597.350082	3040	894				
597.455323	2973	935				
597.560564	3137	978				
597.665805	3061	949				
597.771046	2983	932				
597.876286	2981	921				
597.981526	2970	929				
598.086766	3001	926				
598.192006	2979	935				
598.297246	2980	888				
598.402485	2955	923				
598.507724	2985	922				
598.612964	2987	912				
598.718202	2946	897				
598.823441	2894	883				
598.928679	2955	873				
599.033918	2961	865				
599.139156	2931	857				
599.244393	2897	920				
599.349631	2896	913				
599.454869	2846	910				
599.560106	2951	868				
599.665343	2960	891				
599.77058	2982	926				
599.875816	2861	890				
599.981053	2852	917				
600.086289	2903	926				
600.191525	2938	913				
600.296761	2948	855				
600.401996	2918	913				
600.507232	2857	888				
600.612467	2843	884				
600.717702	2949	880				
600.822937	2872	836				
600.928172	2751	862				
601.033406	2777	911				
601.13864	2857	878				
601.243874	2819	857				
601.349108	2711	851				
601.454342	2887	874				
601.559575	2800	891				
601.664808	2767	864				
601.770041	2812	890				
601.875274	2782	866				
601.980507	2807	861				
602.085739	2685	883				
602.190971	2758	854				
602.296203	2785	860				
602.401435	2705	866				
602.506667	2763	861				
602.611898	2702	866				
602.717129	2813	884				
602.82236	2735	883				
602.927591	2759	882				
603.032822	2744	857				
603.138052	2721	828				
603.243282	2762	874				
603.348512	2747	844				
603.453742	2782	838				
603.558972	2718	853				
603.664201	2721	848				
603.76943	2652	832				
603.874659	2745	849				
603.979888	2693	835				
604.085117	2813	828				
604.190345	2668	812				
604.295573	2675	828				
604.400801	2705	794				
604.506029	2703	802				
604.611257	2694	848				
604.716484	2723	820				
604.821711	2635	811				
604.926938	2674	815				
605.032165	2553	818				
605.137392	2638	804				
605.242618	2633	809				
605.347844	2598	773				
605.45307	2662	820				
605.558296	2681	824				
605.663522	2585	781				
605.768747	2627	786				
605.873972	2571	839				
605.979197	2622	817				
606.084422	2610	805				
606.189646	2608	779				
606.294871	2561	766				
606.400095	2591	782				
606.505319	2564	775				
606.610543	2570	803				
606.715766	2660	820				
606.820989	2572	778				
606.926213	2557	815				
607.031436	2561	798				
607.136658	2597	793				
607.241881	2473	778				
607.347103	2448	788				
607.452325	2506	752				
607.557547	2492	772				
607.662769	2587	780				
607.76799	2528	770				
607.873212	2543	765				
607.978433	2486	769				
608.083654	2542	755				
608.188875	2477	780				
608.294095	2475	771				
608.399315	2460	748				
608.504536	2474	717				
608.609755	2498	768				
608.714975	2429	751				
608.820195	2451	772				
608.925414	2506	786				
609.030633	2480	761				
609.135852	2463	793				
609.241071	2389	783				
609.346289	2440	772				
609.451507	2438	744				
609.556725	2461	740				
609.661943	2451	728				
609.767161	2421	733				
609.872379	2454	785				
609.977596	2353	740				
610.082813	2417	729				
610.18803	2420	807				
610.293246	2381	718				
610.398463	2413	757				
610.503679	2346	762				
610.608895	2398	735				
610.714111	2418	738				
610.819327	2417	757				
610.924542	2363	727				
611.029757	2365	722				
611.134972	2358	770				
611.240187	2306	759				
611.345402	2323	713				
611.450616	2367	732				
611.555831	2402	715				
611.661045	2326	712				
611.766258	2383	699				
611.871472	2407	734				
611.976685	2294	665				
612.081899	2302	712				
612.187112	2281	707				
612.292324	2277	702				
612.397537	2291	706				
612.502749	2321	701				
612.607962	2307	716				
612.713174	2326	754				
612.818385	2310	701				
612.923597	2363	708				
613.028808	2253	711				
613.13402	2334	707				
613.239231	2264	687				
613.344441	2272	743				
613.449652	2322	726				
613.554862	2328	730				
613.660072	2266	693				
613.765282	2325	657				
613.870492	2237	701				
613.975702	2271	726				
614.080911	2258	708				
614.18612	2215	689				
614.291329	2181	659				
614.396538	2215	667				
614.501746	2300	683				
614.606955	2185	698				
614.712163	2181	698				
614.817371	2175	712				
614.922578	2165	668				
615.027786	2212	683				
615.132993	2203	682				
615.2382	2209	694				
615.343407	2188	645				
615.448614	2146	645				
615.55382	2124	713				
615.659027	2128	702				
615.764233	2134	679				
615.869439	2139	664				
615.974644	2094	684				
616.07985	2188	679				
616.185055	2147	646				
616.29026	2193	661				
616.395465	2139	709				
616.500669	2187	655				
616.605874	2137	634				
616.711078	2165	660				
616.816282	2135	657				
616.921486	2101	637				
617.02669	2151	624				
617.131893	2098	692				
617.237096	2168	659				
617.342299	2143	668				
617.447502	2080	683				
617.552705	2144	653				
617.657907	2120	614				
617.763109	2145	651				
617.868311	2161	616				
617.973513	2096	648				
618.078715	2037	658				
618.183916	2088	647				
618.289117	2094	642				
618.394318	2137	607				
618.499519	2054	634				
618.604719	2108	628				
618.70992	2075	666				
618.81512	2057	622				
618.92032	2055	666				
619.025519	2053	594				
619.130719	2031	662				
619.235918	2025	639				
619.341117	2026	607				
619.446316	2047	631				
619.551515	1987	628				
619.656713	2028	586				
619.761912	2039	640				
619.86711	2024	610				
619.972308	1986	594				
620.077505	1993	629				
620.182703	2056	641				
620.2879	2036	627				
620.393097	2007	620				
620.498294	2106	593				
620.603491	1954	640				
620.708687	1971	575				
620.813883	1997	602				
620.919079	1904	612				
621.024275	2004	567				
621.129471	2038	632				
621.234666	1985	662				
621.339861	2003	586				
621.445056	1992	616				
621.550251	1999	591				
621.655446	1964	584				
621.76064	1951	606				
621.865834	1946	574				
621.971028	2004	610				
622.076222	1891	581				
622.181416	1905	606				
622.286609	1962	586				
622.391802	1909	566				
622.496995	1911	599				
622.602188	1904	589				
622.70738	1902	595				
622.812573	1908	572				
622.917765	1893	537				
623.022957	1886	613				
623.128148	1894	580				
623.23334	1888	577				
623.338531	1920	566				
623.443722	1886	556				
623.548913	1847	586				
623.654104	1853	543				
623.759294	1924	604				
623.864485	1899	572				
623.969675	1918	580				
624.074865	1875	564				
624.180054	1843	575				
624.285244	1850	577				
624.390433	1891	619				
624.495622	1910	558				
624.600811	1828	592				
624.705999	1780	604				
624.811188	1828	554				
624.916376	1832	542				
625.021564	1816	581				
625.126752	1914	561				
625.231939	1847	554				
625.337127	1803	565				
625.442314	1816	559				
625.547501	1820	579				
625.652687	1859	525				
625.757874	1851	592				
625.86306	1787	557				
625.968246	1838	537				
626.073432	1797	574				
626.178618	1756	580				
626.283804	1772	564				
626.388989	1809	539				
626.494174	1769	539				
626.599359	1773	533				
626.704544	1702	555				
626.809728	1791	573				
626.914912	1776	513				
627.020096	1772	560				
627.12528	1743	531				
627.230464	1669	534				
627.335647	1745	513				
627.440831	1788	535				
627.546014	1766	521				
627.651196	1701	539				
627.756379	1743	516				
627.861561	1683	557				
627.966744	1750	576				
628.071926	1706	533				
628.177107	1763	543				
628.282289	1688	577				
628.38747	1738	547				
628.492651	1735	548				
628.597832	1636	548				
628.703013	1732	521				
628.808194	1692	527				
628.913374	1649	515				
629.018554	1708	529				
629.123734	1676	529				
629.228914	1685	549				
629.334093	1741	503				
629.439272	1686	503				
629.544452	1627	492				
629.64963	1694	535				
629.754809	1673	519				
629.859988	1726	552				
629.965166	1677	490				
630.070344	1637	489				
630.175522	1695	517				
630.280699	1685	496				
630.385877	1678	520				
630.491054	1674	530				
630.596231	1680	520				
630.701408	1659	498				
630.806584	1627	533				
630.911761	1650	538				
631.016937	1656	484				
631.122113	1649	492				
631.227288	1666	527				
631.332464	1676	527				
631.437639	1707	502				
631.542814	1607	501				
631.647989	1657	506				
631.753164	1632	511				
631.858339	1595	498				
631.963513	1576	497				
632.068687	1637	486				
632.173861	1633	521				
632.279034	1601	491				
632.384208	1634	485				
632.489381	1568	479				
632.594554	1604	503				
632.699727	1591	473				
632.8049	1628	482				
632.910072	1678	502				
633.015244	1608	469				
633.120416	1607	500				
633.225588	1562	519				
633.33076	1595	504				
633.435931	1675	487				
