	PhCN	PhCN/TiO2-Ethanol	PhCN-TiO2-water			
515.835531	13614	1970	6416			
515.940919	13562	2026	6394			
516.046306	13517	1982	6337			
516.151694	13618	2010	6424			
516.257081	13641	2003	6364			
516.362468	13617	2036	6364			
516.467855	13556	2083	6380			
516.573242	13440	1950	6397			
516.678629	13448	1992	6307			
516.784015	13414	1987	6362			
516.889401	13414	2029	6234			
516.994787	13531	2020	6335			
517.100173	13489	1938	6269			
517.205559	13513	1967	6229			
517.310944	13429	2049	6302			
517.41633	13381	1992	6334			
517.521715	13592	1958	6131			
517.6271	13212	2027	6204			
517.732485	13472	2040	6292			
517.837869	13447	2013	6273			
517.943254	13484	1979	6260			
518.048638	13419	2002	6447			
518.154022	13318	1977	6319			
518.259406	13480	1971	6186			
518.36479	13413	1967	6225			
518.470173	13541	1961	6301			
518.575556	13489	2006	6187			
518.68094	13468	2001	6340			
518.786323	13458	1984	6171			
518.891705	13369	1960	6169			
518.997088	13163	2010	6189			
519.102471	13193	1953	6206			
519.207853	13080	1936	6122			
519.313235	13112	1917	6069			
519.418617	13067	1949	6160			
519.523999	13026	1996	5955			
519.62938	12984	1957	6153			
519.734761	13028	1944	6073			
519.840143	12989	1956	6176			
519.945524	12936	1924	6134			
520.050905	13207	1955	6168			
520.156285	12973	1922	5909			
520.261666	13189	1957	6182			
520.367046	13260	2021	6150			
520.472426	13224	2016	6068			
520.577806	13240	2026	6307			
520.683186	13114	1930	6159			
520.788565	13277	1976	6189			
520.893945	13136	2011	6153			
520.999324	13175	1976	6085			
521.104703	13355	2035	6104			
521.210082	13160	2015	6103			
521.31546	13107	2002	6121			
521.420839	13176	1921	6088			
521.526217	13023	1961	6072			
521.631595	13058	1964	6098			
521.736973	13193	1944	6094			
521.842351	13221	1927	6003			
521.947729	13221	1919	6044			
522.053106	13180	1955	5940			
522.158483	12967	1888	6039			
522.26386	12957	1921	5965			
522.369237	13035	2008	5951			
522.474614	12863	1958	5981			
522.57999	13126	1910	6074			
522.685367	12906	1919	5997			
522.790743	12928	1966	6038			
522.896119	12952	1939	6056			
523.001495	12956	1989	5948			
523.10687	12886	2013	6091			
523.212246	12834	1986	5988			
523.317621	12772	1967	6001			
523.422996	12814	1931	5920			
523.528371	13129	1914	5923			
523.633745	12721	1953	5865			
523.73912	12774	1966	5922			
523.844494	12959	1906	5928			
523.949868	12781	1959	5990			
524.055242	12858	1934	5953			
524.160616	12958	1978	6006			
524.26599	12839	1928	5977			
524.371363	12937	1897	5862			
524.476737	12885	1953	5962			
524.58211	12771	1941	5911			
524.687482	12879	1901	5957			
524.792855	12813	1882	5811			
524.898228	12776	1928	5985			
525.0036	12731	1938	5954			
525.108972	12744	1906	5949			
525.214344	12751	1884	5855			
525.319716	12757	1919	5877			
525.425088	12726	1926	5904			
525.530459	12666	1889	5833			
525.63583	12678	1858	5897			
525.741201	12635	1897	5751			
525.846572	12763	1901	5735			
525.951943	12745	1967	5873			
526.057313	12594	1861	5866			
526.162684	12597	1885	5821			
526.268054	12623	1930	5913			
526.373424	12586	1973	5890			
526.478794	12516	1916	5766			
526.584163	12588	1916	5805			
526.689533	12647	1934	5861			
526.794902	12477	1871	5739			
526.900271	12343	1896	5787			
527.00564	12332	1965	5778			
527.111009	12459	1842	5778			
527.216377	12512	1903	5724			
527.321745	12589	1856	5734			
527.427114	12471	1871	5722			
527.532482	12510	1963	5735			
527.637849	12350	1937	5777			
527.743217	12449	1901	5648			
527.848584	12389	1874	5678			
527.953952	12469	1894	5773			
528.059319	12383	1866	5808			
528.164686	12310	1831	5778			
528.270052	12564	1873	5695			
528.375419	12564	1851	5655			
528.480785	12429	1938	5716			
528.586151	12316	1859	5695			
528.691517	12361	1895	5637			
528.796883	12120	1913	5668			
528.902249	12366	1882	5684			
529.007614	12274	1856	5660			
529.112979	12243	1919	5672			
529.218344	12266	1880	5775			
529.323709	12386	1887	5715			
529.429074	12193	1869	5748			
529.534439	12286	1875	5699			
529.639803	12176	1923	5674			
529.745167	12284	1945	5701			
529.850531	12243	1899	5719			
529.955895	12264	1851	5651			
530.061258	12170	1926	5596			
530.166622	12105	1868	5692			
530.271985	12168	1799	5638			
530.377348	12098	1839	5618			
530.482711	12081	1774	5595			
530.588074	12314	1863	5547			
530.693436	12210	1816	5676			
530.798798	12180	1903	5520			
530.904161	12167	1883	5556			
531.009522	12237	1783	5565			
531.114884	11899	1847	5654			
531.220246	12016	1850	5534			
531.325607	12213	1874	5468			
531.430968	12009	1929	5478			
531.53633	12064	1863	5605			
531.64169	12080	1855	5504			
531.747051	12019	1878	5595			
531.852412	12205	1866	5484			
531.957772	11984	1765	5532			
532.063132	11986	1827	5563			
532.168492	11945	1796	5618			
532.273852	11967	1810	5659			
532.379211	11999	1823	5552			
532.484571	11915	1861	5569			
532.58993	12016	1829	5536			
532.695289	12063	1887	5467			
532.800648	11902	1803	5449			
532.906006	11814	1773	5488			
533.011365	11968	1892	5548			
533.116723	11870	1870	5468			
533.222081	11834	1846	5482			
533.327439	11699	1846	5473			
533.432797	11909	1866	5512			
533.538154	11719	1797	5359			
533.643512	11885	1853	5330			
533.748869	11684	1822	5383			
533.854226	11865	1798	5430			
533.959583	11812	1801	5395			
534.064939	11912	1782	5515			
534.170296	11687	1804	5386			
534.275652	11904	1748	5400			
534.381008	11856	1778	5344			
534.486364	11813	1768	5520			
534.59172	11732	1833	5383			
534.697075	11686	1797	5360			
534.802431	11731	1822	5472			
534.907786	11567	1823	5401			
535.013141	11766	1835	5386			
535.118496	11892	1831	5368			
535.22385	11751	1790	5447			
535.329205	11554	1823	5336			
535.434559	11663	1779	5381			
535.539913	11835	1774	5349			
535.645267	11647	1871	5337			
535.750621	11737	1812	5367			
535.855974	11629	1865	5347			
535.961327	11540	1719	5430			
536.066681	11509	1780	5354			
536.172034	11538	1798	5327			
536.277386	11558	1797	5178			
536.382739	11609	1783	5315			
536.488091	11636	1825	5275			
536.593444	11565	1797	5198			
536.698796	11487	1844	5272			
536.804147	11393	1815	5233			
536.909499	11483	1782	5267			
537.014851	11523	1791	5384			
537.120202	11383	1813	5238			
537.225553	11455	1891	5347			
537.330904	11696	1869	5282			
537.436255	11457	1750	5271			
537.541605	11391	1761	5195			
537.646956	11415	1756	5247			
537.752306	11329	1839	5182			
537.857656	11421	1778	5255			
537.963006	11448	1757	5273			
538.068355	11586	1763	5180			
538.173705	11369	1748	5183			
538.279054	11346	1763	5319			
538.384403	11248	1753	5166			
538.489752	11409	1818	5224			
538.595101	11332	1793	5119			
538.700449	11233	1709	5207			
538.805798	11195	1791	5022			
538.911146	11345	1829	5213			
539.016494	11203	1774	5185			
539.121842	11191	1805	5191			
539.227189	11183	1784	5089			
539.332537	11256	1763	5194			
539.437884	11203	1781	5238			
539.543231	11131	1791	5185			
539.648578	11106	1837	5194			
539.753924	11101	1787	5134			
539.859271	11126	1697	5217			
539.964617	11109	1718	5181			
540.069963	11050	1702	5225			
540.175309	11073	1786	5225			
540.280655	11163	1741	5200			
540.386001	11110	1736	5176			
540.491346	11087	1697	5101			
540.596691	10830	1738	5283			
540.702036	10971	1778	5174			
540.807381	11103	1766	5086			
540.912726	10971	1725	5056			
541.01807	11115	1775	5271			
541.123414	11058	1785	5006			
541.228758	11121	1769	5200			
541.334102	11006	1767	5161			
541.439446	10872	1728	5061			
541.54479	10869	1671	5076			
541.650133	11127	1802	5046			
541.755476	10852	1736	5156			
541.860819	10933	1708	4936			
541.966162	10901	1792	5016			
542.071504	10901	1751	4994			
542.176847	11063	1748	5005			
542.282189	10745	1724	5040			
542.387531	11037	1750	5010			
542.492873	10818	1727	5127			
542.598215	10911	1771	5046			
542.703556	10871	1711	4922			
542.808897	10755	1686	5015			
542.914239	10753	1673	5044			
543.019579	10807	1726	5019			
543.12492	10862	1695	5012			
543.230261	10832	1680	4986			
543.335601	10604	1715	5118			
543.440941	10670	1718	5008			
543.546281	10624	1750	5038			
543.651621	10732	1704	4960			
543.756961	10840	1704	4988			
543.8623	10684	1751	5069			
543.967639	10534	1727	4984			
544.072978	10811	1695	4976			
544.178317	10768	1670	4946			
544.283656	10708	1741	4924			
544.388995	10587	1742	5038			
544.494333	10580	1682	4936			
544.599671	10578	1675	4946			
544.705009	10693	1727	4927			
544.810347	10742	1707	4841			
544.915684	10703	1726	4914			
545.021022	10741	1684	4846			
545.126359	10627	1694	4990			
545.231696	10611	1735	4869			
545.337033	10684	1641	4979			
545.442369	10643	1640	4888			
545.547706	10612	1700	4888			
545.653042	10570	1677	4892			
545.758378	10680	1716	4892			
545.863714	10468	1751	4846			
545.96905	10514	1656	4831			
546.074385	10470	1735	4941			
546.179721	10642	1661	4843			
546.285056	10403	1612	4910			
546.390391	10293	1663	4834			
546.495726	10477	1687	4902			
546.60106	10337	1624	4813			
546.706395	10412	1675	4933			
546.811729	10351	1678	4824			
546.917063	10530	1650	4839			
547.022397	10460	1640	4869			
547.12773	10284	1628	4889			
547.233064	10360	1637	4848			
547.338397	10299	1654	4663			
547.44373	10332	1587	4833			
547.549063	10536	1661	4948			
547.654396	10418	1645	4769			
547.759728	10314	1634	4865			
547.865061	10301	1668	4760			
547.970393	10339	1709	4829			
548.075725	10403	1739	4735			
548.181057	10318	1592	4729			
548.286388	10186	1668	4813			
548.39172	10264	1684	4792			
548.497051	10444	1656	4802			
548.602382	10354	1623	4808			
548.707713	10374	1614	4837			
548.813043	10318	1640	4754			
548.918374	10280	1601	4761			
549.023704	10287	1634	4731			
549.129034	10208	1599	4647			
549.234364	10186	1631	4687			
549.339694	10358	1665	4718			
549.445023	10310	1659	4818			
549.550353	10168	1580	4762			
549.655682	10106	1610	4700			
549.761011	10067	1691	4663			
549.86634	10110	1581	4634			
549.971668	10079	1598	4709			
550.076997	10185	1638	4692			
550.182325	10083	1639	4764			
550.287653	10050	1625	4633			
550.392981	10133	1609	4631			
550.498308	10128	1638	4621			
550.603636	9914	1645	4653			
550.708963	10092	1613	4701			
550.81429	9869	1665	4658			
550.919617	9970	1636	4637			
551.024944	10079	1623	4794			
551.13027	9906	1604	4546			
551.235597	9915	1602	4601			
551.340923	10078	1617	4640			
551.446249	9968	1592	4719			
551.551575	9927	1583	4653			
551.6569	9885	1660	4609			
551.762226	10077	1590	4554			
551.867551	9941	1680	4583			
551.972876	10102	1568	4556			
552.078201	9923	1582	4619			
552.183525	9974	1631	4633			
552.28885	9982	1586	4560			
552.394174	10030	1631	4589			
552.499498	9944	1591	4523			
552.604822	9963	1592	4509			
552.710146	9898	1595	4608			
552.815469	9846	1567	4557			
552.920793	9921	1592	4507			
553.026116	9810	1570	4551			
553.131439	9833	1539	4598			
553.236761	9821	1582	4571			
553.342084	9847	1600	4562			
553.447406	9787	1532	4532			
553.552729	9704	1559	4494			
553.658051	9729	1645	4528			
553.763372	9757	1554	4608			
553.868694	9736	1530	4626			
553.974015	9728	1602	4417			
554.079337	9615	1581	4483			
554.184658	9848	1593	4539			
554.289979	9819	1593	4479			
554.395299	9820	1631	4453			
554.50062	9671	1594	4421			
554.60594	9661	1514	4491			
554.71126	9503	1535	4423			
554.81658	9663	1624	4481			
554.9219	9683	1590	4535			
555.027219	9626	1523	4448			
555.132539	9673	1613	4421			
555.237858	9589	1539	4475			
555.343177	9657	1537	4513			
555.448496	9724	1523	4473			
555.553814	9634	1599	4449			
555.659133	9468	1541	4510			
555.764451	9510	1521	4355			
555.869769	9504	1604	4489			
555.975087	9570	1558	4364			
556.080405	9599	1634	4425			
556.185722	9601	1554	4406			
556.291039	9628	1537	4409			
556.396356	9533	1607	4444			
556.501673	9410	1473	4366			
556.60699	9561	1531	4411			
556.712307	9482	1520	4323			
556.817623	9451	1548	4428			
556.922939	9530	1559	4362			
557.028255	9491	1574	4437			
557.133571	9431	1581	4427			
557.238886	9454	1514	4352			
557.344202	9611	1516	4345			
557.449517	9338	1576	4392			
557.554832	9415	1516	4348			
557.660147	9442	1558	4276			
557.765461	9363	1539	4387			
557.870776	9292	1496	4327			
557.97609	9328	1547	4243			
558.081404	9428	1534	4321			
558.186718	9396	1483	4382			
558.292032	9333	1532	4340			
558.397345	9145	1513	4305			
558.502659	9210	1548	4259			
558.607972	9371	1553	4311			
558.713285	9319	1509	4350			
558.818597	9350	1501	4303			
558.92391	9273	1497	4202			
559.029222	9273	1497	4404			
559.134534	9343	1460	4278			
559.239846	9250	1535	4225			
559.345158	9187	1535	4337			
559.45047	9303	1537	4222			
559.555781	9212	1542	4237			
559.661092	9240	1552	4308			
559.766403	9090	1498	4200			
559.871714	9099	1533	4216			
559.977025	9069	1446	4329			
560.082335	9256	1498	4137			
560.187646	9127	1453	4178			
560.292956	9150	1497	4222			
560.398266	9033	1466	4248			
560.503575	9161	1495	4135			
560.608885	8975	1482	4113			
560.714194	9040	1485	4078			
560.819503	8992	1488	4235			
560.924812	8956	1443	4102			
561.030121	8879	1501	4178			
561.135429	8991	1513	4172			
561.240738	9010	1486	4188			
561.346046	8872	1446	4097			
561.451354	8931	1515	4095			
561.556662	8876	1457	4177			
561.661969	8899	1520	4172			
561.767277	8983	1454	4198			
561.872584	8899	1548	4109			
561.977891	9073	1489	4074			
562.083198	9004	1450	4162			
562.188504	8962	1460	4067			
562.293811	8791	1466	4072			
562.399117	8867	1461	4120			
562.504423	8910	1507	4067			
562.609729	8921	1472	4144			
562.715035	8856	1340	4097			
562.82034	8751	1465	4085			
562.925646	8823	1465	4071			
563.030951	8987	1498	4008			
563.136256	8733	1494	4021			
563.24156	8827	1459	4042			
563.346865	8843	1423	4075			
563.452169	8745	1413	4090			
563.557473	8717	1409	4030			
563.662777	8789	1482	4008			
563.768081	8764	1428	3979			
563.873385	8774	1480	3992			
563.978688	8594	1420	4026			
564.083991	8663	1457	4050			
564.189294	8684	1461	4005			
564.294597	8514	1512	4065			
564.3999	8669	1435	4108			
564.505202	8643	1423	4055			
564.610504	8713	1439	3994			
564.715806	8490	1462	4029			
564.821108	8642	1427	4028			
564.92641	8652	1406	3917			
565.031711	8667	1408	4033			
565.137013	8612	1436	4034			
565.242314	8497	1461	3948			
565.347615	8588	1462	3913			
565.452915	8647	1514	3993			
565.558216	8642	1460	3928			
565.663516	8597	1443	3936			
565.768816	8593	1442	3981			
565.874116	8564	1411	3961			
565.979416	8645	1412	3948			
566.084716	8461	1421	3968			
566.190015	8493	1400	3892			
566.295314	8573	1431	3992			
566.400613	8647	1351	3921			
566.505912	8479	1380	3908			
566.611211	8465	1400	3944			
566.716509	8539	1328	3835			
566.821807	8531	1389	3939			
566.927105	8482	1384	3866			
567.032403	8499	1428	3930			
567.137701	8479	1354	3957			
567.242998	8492	1378	3797			
567.348296	8405	1363	3885			
567.453593	8381	1369	3834			
567.558889	8389	1392	3837			
567.664186	8352	1385	3839			
567.769483	8350	1388	3879			
567.874779	8250	1377	3879			
567.980075	8181	1366	3838			
568.085371	8306	1426	3753			
568.190667	8291	1388	3801			
568.295962	8324	1373	3870			
568.401258	8344	1420	3784			
568.506553	8361	1333	3846			
568.611848	8347	1387	3803			
568.717142	8211	1380	3762			
568.822437	8208	1340	3796			
568.927731	8219	1381	3776			
569.033026	8255	1440	3793			
569.13832	8181	1366	3836			
569.243613	8259	1334	3808			
569.348907	8226	1340	3793			
569.4542	8184	1369	3710			
569.559494	8244	1314	3735			
569.664787	8029	1372	3761			
569.770079	8153	1347	3724			
569.875372	8202	1395	3803			
569.980665	8045	1324	3733			
570.085957	8219	1350	3810			
570.191249	8107	1358	3727			
570.296541	8126	1333	3674			
570.401832	8221	1359	3736			
570.507124	8063	1320	3739			
570.612415	8089	1387	3744			
570.717706	8128	1318	3750			
570.822997	8105	1369	3755			
570.928288	7950	1349	3697			
571.033578	8027	1359	3771			
571.138869	8151	1340	3635			
571.244159	8053	1333	3745			
571.349449	7998	1370	3690			
571.454739	7901	1352	3656			
571.560028	7917	1325	3694			
571.665317	8042	1383	3690			
571.770607	7892	1330	3589			
571.875896	7896	1269	3664			
571.981184	7887	1370	3666			
572.086473	7958	1312	3730			
572.191761	7776	1371	3621			
572.29705	7862	1303	3732			
572.402338	7812	1339	3630			
572.507625	7718	1321	3714			
572.612913	7765	1330	3543			
572.7182	7855	1360	3621			
572.823488	7864	1300	3504			
572.928775	7749	1354	3607			
573.034062	7753	1343	3626			
573.139348	7786	1278	3603			
573.244635	7821	1334	3569			
573.349921	7747	1368	3555			
573.455207	7794	1312	3597			
573.560493	7818	1319	3576			
573.665779	7815	1299	3584			
573.771064	7745	1281	3597			
573.876349	7744	1264	3491			
573.981634	7627	1310	3442			
574.086919	7700	1300	3534			
574.192204	7626	1351	3582			
574.297489	7710	1328	3556			
574.402773	7619	1377	3561			
574.508057	7551	1298	3629			
574.613341	7676	1390	3527			
574.718625	7637	1269	3562			
574.823908	7665	1275	3607			
574.929192	7523	1328	3525			
575.034475	7589	1258	3513			
575.139758	7595	1319	3459			
575.245041	7470	1295	3556			
575.350323	7560	1320	3602			
575.455606	7627	1283	3508			
575.560888	7367	1290	3559			
575.66617	7514	1280	3547			
575.771452	7520	1274	3580			
575.876733	7461	1274	3466			
575.982015	7471	1272	3428			
576.087296	7414	1342	3472			
576.192577	7439	1275	3481			
576.297858	7503	1222	3515			
576.403138	7293	1322	3522			
576.508419	7476	1291	3470			
576.613699	7439	1288	3454			
576.718979	7295	1295	3444			
576.824259	7347	1274	3411			
576.929539	7431	1310	3512			
577.034818	7403	1245	3509			
577.140097	7469	1356	3453			
577.245376	7296	1225	3427			
577.350655	7264	1239	3423			
577.455934	7415	1291	3412			
577.561213	7303	1253	3440			
577.666491	7322	1226	3527			
577.771769	7267	1232	3382			
577.877047	7256	1215	3428			
577.982325	7493	1298	3506			
578.087602	7299	1208	3348			
578.192879	7079	1283	3344			
578.298157	7320	1193	3319			
578.403434	7353	1265	3346			
578.50871	7423	1289	3326			
578.613987	7277	1254	3434			
578.719263	7218	1240	3399			
578.824539	7225	1237	3339			
578.929815	7159	1258	3387			
579.035091	7158	1259	3300			
579.140367	7085	1254	3300			
579.245642	7074	1223	3396			
579.350917	7143	1225	3273			
579.456192	7115	1273	3333			
579.561467	7070	1240	3371			
579.666742	7090	1231	3325			
579.772016	7049	1180	3281			
579.87729	7095	1231	3230			
579.982564	7047	1250	3293			
580.087838	7106	1197	3244			
580.193112	7015	1236	3315			
580.298385	6955	1206	3331			
580.403658	6894	1207	3290			
580.508931	7000	1225	3306			
580.614204	6958	1256	3341			
580.719477	6920	1193	3306			
580.824749	6966	1207	3294			
580.930022	6934	1182	3312			
581.035294	7007	1182	3258			
581.140566	6895	1193	3241			
581.245837	6994	1233	3269			
581.351109	6830	1179	3322			
581.45638	6980	1169	3273			
581.561651	6948	1222	3188			
581.666922	6899	1186	3277			
581.772193	6919	1232	3254			
581.877463	6905	1213	3297			
581.982733	6848	1211	3206			
582.088003	6866	1196	3292			
582.193273	6864	1227	3251			
582.298543	6934	1160	3141			
582.403813	6765	1175	3218			
582.509082	6883	1185	3161			
582.614351	6758	1229	3196			
582.71962	6850	1176	3170			
582.824889	6806	1172	3188			
582.930157	6709	1166	3122			
583.035426	6693	1193	3245			
583.140694	6776	1196	3162			
583.245962	6572	1221	3119			
583.351229	6715	1189	3118			
583.456497	6639	1208	3082			
583.561764	6686	1206	3224			
583.667032	6573	1193	3165			
583.772299	6483	1235	3162			
583.877565	6665	1146	3129			
583.982832	6668	1197	3194			
584.088098	6519	1144	3106			
584.193364	6547	1169	3182			
584.29863	6591	1238	3183			
584.403896	6429	1218	3205			
584.509162	6578	1159	3195			
584.614427	6519	1196	3173			
584.719692	6495	1190	3113			
584.824957	6503	1146	3207			
584.930222	6632	1155	3142			
585.035487	6577	1164	3081			
585.140751	6346	1104	3096			
585.246015	6558	1113	3126			
585.351279	6517	1150	3085			
585.456543	6552	1187	3078			
585.561807	6390	1149	3229			
585.66707	6486	1174	3099			
585.772334	6514	1125	3101			
585.877597	6419	1161	3084			
585.982859	6554	1171	3025			
586.088122	6472	1144	3026			
586.193385	6443	1134	3107			
586.298647	6434	1123	3069			
586.403909	6353	1114	3103			
586.509171	6379	1128	3059			
586.614432	6382	1130	3046			
586.719694	6361	1168	3001			
586.824955	6197	1102	3037			
586.930216	6332	1105	3023			
587.035477	6365	1182	3043			
587.140738	6313	1167	3079			
587.245998	6187	1110	2963			
587.351258	6332	1146	3050			
587.456519	6189	1128	2991			
587.561778	6285	1117	2997			
587.667038	6129	1094	2985			
587.772298	6204	1124	2920			
587.877557	6243	1116	3006			
587.982816	6231	1125	2998			
588.088075	6087	1119	2973			
588.193334	6170	1122	3030			
588.298592	6183	1115	2964			
588.40385	6109	1104	2988			
588.509108	6219	1093	2941			
588.614366	6140	1062	2971			
588.719624	6101	1147	3002			
588.824882	6087	1097	2991			
588.930139	6127	1105	3016			
589.035396	6206	1092	3055			
589.140653	6095	1130	2874			
589.24591	6136	1115	2937			
589.351166	6178	1116	2987			
589.456423	6094	1124	2977			
589.561679	6117	1056	2933			
589.666935	6132	1080	2909			
589.77219	6104	1061	2881			
589.877446	6045	1081	2897			
589.982701	6021	1076	2888			
590.087956	5970	1034	2976			
590.193211	6005	1111	2871			
590.298466	6037	1113	2865			
590.403721	5887	1100	2900			
590.508975	5984	1118	2925			
590.614229	6093	1111	2913			
590.719483	6030	1131	2912			
590.824737	5847	1054	2915			
590.92999	5830	1084	2852			
591.035244	5852	1038	2868			
591.140497	5833	1094	2883			
591.24575	5871	1114	2829			
591.351003	5868	1027	2857			
591.456255	6026	1007	2836			
591.561508	5755	1079	2818			
591.66676	5894	1070	2805			
591.772012	5745	1037	2841			
591.877264	5779	1033	2891			
591.982515	5825	1051	2862			
592.087766	5684	1040	2829			
592.193018	5731	1039	2861			
592.298269	5780	1008	2798			
592.403519	5865	1119	2809			
592.50877	5766	1073	2884			
592.61402	5780	1074	2809			
592.719271	5694	1071	2802			
592.824521	5743	1011	2829			
592.92977	5797	1114	2774			
593.03502	5830	1021	2736			
593.140269	5781	1012	2807			
593.245519	5604	1025	2822			
593.350768	5703	1010	2856			
593.456016	5772	1019	2742			
593.561265	5707	1054	2754			
593.666513	5736	1036	2811			
593.771762	5588	1048	2681			
593.87701	5662	1025	2820			
593.982257	5615	1055	2832			
594.087505	5648	977	2753			
594.192752	5510	1060	2774			
594.298	5546	1024	2739			
594.403247	5611	1002	2743			
594.508493	5533	1035	2736			
594.61374	5573	1000	2719			
594.718986	5564	1060	2710			
594.824233	5666	983	2769			
594.929479	5534	1006	2730			
595.034724	5598	1037	2752			
595.13997	5630	1024	2732			
595.245215	5459	1040	2817			
595.350461	5411	953	2782			
595.455706	5463	1013	2717			
595.560951	5401	1060	2708			
595.666195	5400	981	2730			
595.77144	5452	1030	2739			
595.876684	5384	1011	2694			
595.981928	5329	946	2659			
596.087172	5385	977	2764			
596.192415	5373	957	2671			
596.297659	5393	1029	2637			
596.402902	5317	993	2667			
596.508145	5373	943	2668			
596.613388	5417	972	2671			
596.71863	5393	1027	2712			
596.823873	5461	986	2723			
596.929115	5368	1006	2659			
597.034357	5339	1004	2651			
597.139599	5231	987	2728			
597.244841	5193	951	2663			
597.350082	5289	1059	2567			
597.455323	5285	984	2670			
597.560564	5256	1024	2624			
597.665805	5259	981	2615			
597.771046	5086	1033	2655			
597.876286	5145	1003	2712			
597.981526	5202	972	2640			
598.086766	5301	988	2574			
598.192006	5275	1003	2665			
598.297246	5150	1063	2547			
598.402485	5119	998	2583			
598.507724	5187	942	2602			
598.612964	5189	993	2671			
598.718202	5124	943	2592			
598.823441	4993	962	2605			
598.928679	5229	922	2569			
599.033918	5116	953	2570			
599.139156	5157	990	2590			
599.244393	5121	952	2626			
599.349631	5109	953	2529			
599.454869	5098	909	2578			
599.560106	5074	1032	2596			
599.665343	5097	940	2575			
599.77058	5016	938	2558			
599.875816	5073	974	2548			
599.981053	5132	960	2537			
600.086289	5058	964	2584			
600.191525	5038	994	2565			
600.296761	4969	934	2532			
600.401996	5095	919	2564			
600.507232	4942	903	2529			
600.612467	4996	935	2510			
600.717702	4936	955	2580			
600.822937	4969	931	2471			
600.928172	5089	905	2570			
601.033406	5002	1001	2527			
601.13864	5004	923	2540			
601.243874	4987	929	2567			
601.349108	4993	952	2498			
601.454342	4893	882	2500			
601.559575	4878	982	2445			
601.664808	5004	980	2525			
601.770041	4879	924	2506			
601.875274	4845	917	2500			
601.980507	4826	912	2516			
602.085739	4862	952	2465			
602.190971	4862	898	2477			
602.296203	4781	917	2443			
602.401435	4798	941	2489			
602.506667	4822	917	2509			
602.611898	4818	950	2419			
602.717129	4872	875	2479			
602.82236	4757	900	2514			
602.927591	4720	963	2410			
603.032822	4866	842	2363			
603.138052	4849	934	2430			
603.243282	4754	879	2478			
603.348512	4720	856	2509			
603.453742	4893	932	2451			
603.558972	4606	869	2378			
603.664201	4757	889	2431			
603.76943	4571	878	2456			
603.874659	4730	886	2371			
603.979888	4724	900	2405			
604.085117	4628	923	2372			
604.190345	4713	876	2339			
604.295573	4699	864	2446			
604.400801	4536	876	2388			
604.506029	4601	911	2431			
604.611257	4616	868	2445			
604.716484	4623	872	2409			
604.821711	4642	924	2411			
604.926938	4556	903	2426			
605.032165	4590	836	2266			
605.137392	4590	893	2382			
605.242618	4652	887	2403			
605.347844	4537	882	2392			
605.45307	4638	931	2381			
605.558296	4593	843	2359			
605.663522	4499	862	2348			
605.768747	4517	854	2347			
605.873972	4541	868	2451			
605.979197	4554	905	2419			
606.084422	4564	877	2360			
606.189646	4491	866	2337			
606.294871	4609	881	2369			
606.400095	4462	882	2376			
606.505319	4513	910	2402			
606.610543	4533	866	2320			
606.715766	4453	878	2347			
606.820989	4449	903	2297			
606.926213	4441	823	2280			
607.031436	4404	850	2298			
607.136658	4414	863	2334			
607.241881	4425	847	2355			
607.347103	4529	884	2350			
607.452325	4416	882	2320			
607.557547	4305	791	2288			
607.662769	4328	813	2267			
607.76799	4329	854	2283			
607.873212	4433	847	2306			
607.978433	4205	845	2265			
608.083654	4394	858	2280			
608.188875	4386	842	2215			
608.294095	4410	855	2308			
608.399315	4315	811	2241			
608.504536	4201	850	2191			
608.609755	4289	834	2286			
608.714975	4308	852	2261			
608.820195	4216	844	2242			
608.925414	4336	833	2235			
609.030633	4332	849	2279			
609.135852	4336	800	2276			
609.241071	4186	865	2213			
609.346289	4228	854	2230			
609.451507	4294	824	2277			
609.556725	4294	817	2298			
609.661943	4226	809	2171			
609.767161	4241	799	2227			
609.872379	4191	873	2182			
609.977596	4272	847	2198			
610.082813	4169	798	2236			
610.18803	4287	777	2231			
610.293246	4230	812	2248			
610.398463	4188	811	2227			
610.503679	4113	789	2206			
610.608895	4201	776	2231			
610.714111	4125	845	2241			
610.819327	4203	821	2182			
610.924542	4078	760	2168			
611.029757	4231	782	2162			
611.134972	4269	776	2151			
611.240187	4135	858	2193			
611.345402	4141	848	2158			
611.450616	4006	812	2118			
611.555831	4111	768	2149			
611.661045	4044	794	2079			
611.766258	4000	802	2197			
611.871472	4066	805	2086			
611.976685	3936	801	2132			
612.081899	4085	764	2138			
612.187112	3953	770	2113			
612.292324	3896	799	2119			
612.397537	4015	781	2062			
612.502749	3952	790	2134			
612.607962	3910	771	2114			
612.713174	3943	801	2116			
612.818385	3994	799	2156			
612.923597	3920	769	2064			
613.028808	3948	775	2114			
613.13402	3987	751	2182			
613.239231	3911	747	2119			
613.344441	3904	771	2057			
613.449652	3902	798	2129			
613.554862	3975	790	2133			
613.660072	3949	759	2101			
613.765282	4010	836	2108			
613.870492	3975	804	2160			
613.975702	3914	790	2054			
614.080911	3866	764	2179			
614.18612	3822	817	2060			
614.291329	3789	749	2151			
614.396538	3855	759	2142			
614.501746	3944	796	2025			
614.606955	3941	762	2028			
614.712163	3847	772	2052			
614.817371	3851	812	2043			
614.922578	3948	728	2007			
